nameWithOwner;url;stars;age;releases;pullRequests;primaryLanguage
MindorksOpenSource/android-mvvm-architecture;https://github.com/MindorksOpenSource/android-mvvm-architecture;2666;4.2;0;34;Java
Dimezis/BlurView;https://github.com/Dimezis/BlurView;2663;5.4;22;14;Java
spring-projects/spring-authorization-server;https://github.com/spring-projects/spring-authorization-server;2662;1.5;7;95;Java
Hitomis/transferee;https://github.com/Hitomis/transferee;2659;4.6;8;7;Java
Malinskiy/SuperRecyclerView;https://github.com/Malinskiy/SuperRecyclerView;2658;6.7;7;21;Java
chanjarster/weixin-java-tools;https://github.com/chanjarster/weixin-java-tools;2656;7.1;21;83;Java
Todd-Davies/ProgressWheel;https://github.com/Todd-Davies/ProgressWheel;2652;9.6;3;28;Java
qii/weiciyuan;https://github.com/qii/weiciyuan;2650;9.1;0;34;Java
google/hover;https://github.com/google/hover;2647;5.7;0;48;Java
spring-io/initializr;https://github.com/spring-io/initializr;2646;8.3;9;368;Java
apache/calcite;https://github.com/apache/calcite;2646;7.2;0;2509;Java
killme2008/aviatorscript;https://github.com/killme2008/aviatorscript;2645;10.4;44;70;Java
500px/500px-android-blur;https://github.com/500px/500px-android-blur;2643;6.5;0;10;Java
chennaione/sugar;https://github.com/chennaione/sugar;2639;10.1;6;176;Java
supertokens/supertokens-core;https://github.com/supertokens/supertokens-core;2639;1.7;0;64;Java
SimonVT/android-menudrawer;https://github.com/SimonVT/android-menudrawer;2629;9.0;0;53;Java
beworker/pinned-section-listview;https://github.com/beworker/pinned-section-listview;2628;8.3;5;25;Java
phodal/migration;https://github.com/phodal/migration;2627;1.7;0;7;Java
RipMeApp/ripme;https://github.com/RipMeApp/ripme;2625;4.7;126;712;Java
florent37/ViewAnimator;https://github.com/florent37/ViewAnimator;2624;5.7;3;19;Java
jjoe64/GraphView;https://github.com/jjoe64/GraphView;2624;10.2;1;101;Java
liangfeidotme/MasteringAndroidDataBinding;https://github.com/liangfeidotme/MasteringAndroidDataBinding;2620;6.3;0;13;Java
wildfly/wildfly;https://github.com/wildfly/wildfly;2620;11.2;18;14515;Java
EverythingMe/overscroll-decor;https://github.com/EverythingMe/overscroll-decor;2619;5.8;0;11;Java
siyamed/android-shape-imageview;https://github.com/siyamed/android-shape-imageview;2617;7.0;2;8;Java
getActivity/XXPermissions;https://github.com/getActivity/XXPermissions;2617;3.2;39;3;Java
Pay-Group/best-pay-sdk;https://github.com/Pay-Group/best-pay-sdk;2613;4.5;3;53;Java
jackpal/Android-Terminal-Emulator;https://github.com/jackpal/Android-Terminal-Emulator;2612;11.0;0;160;Java
apache/curator;https://github.com/apache/curator;2612;7.5;0;397;Java
r0adkll/Slidr;https://github.com/r0adkll/Slidr;2603;7.1;5;12;Java
cyrilmottier/GreenDroid;https://github.com/cyrilmottier/GreenDroid;2601;11.3;0;20;Java
pushtorefresh/storio;https://github.com/pushtorefresh/storio;2600;7.0;30;517;Java
googlearchive/android-ConstraintLayoutExamples;https://github.com/googlearchive/android-ConstraintLayoutExamples;2600;4.5;1;43;Java
GeyserMC/Geyser;https://github.com/GeyserMC/Geyser;2586;2.2;0;926;Java
brianway/webporter;https://github.com/brianway/webporter;2561;4.8;1;2;Java
ikarus23/MifareClassicTool;https://github.com/ikarus23/MifareClassicTool;2530;8.6;0;99;Java
mxn21/FlowingDrawer;https://github.com/mxn21/FlowingDrawer;2519;6.1;0;10;Java
201206030/fiction_house;https://github.com/201206030/fiction_house;2596;1.8;5;4;Java
pchmn/MaterialChipsInput;https://github.com/pchmn/MaterialChipsInput;2595;4.4;7;24;Java
AltBeacon/android-beacon-library;https://github.com/AltBeacon/android-beacon-library;2589;7.1;87;287;Java
mihaip/dex-method-counts;https://github.com/mihaip/dex-method-counts;2582;7.3;0;23;Java
yangchong211/LifeHelper;https://github.com/yangchong211/LifeHelper;2575;3.9;0;6;Java
spotify/docker-maven-plugin;https://github.com/spotify/docker-maven-plugin;2573;7.2;0;171;Java
rubenlagus/TelegramBots;https://github.com/rubenlagus/TelegramBots;2555;5.7;67;379;Java
yingLanNull/ShadowImageView;https://github.com/yingLanNull/ShadowImageView;2551;4.5;0;0;Java
AlexLiuSheng/CheckVersionLib;https://github.com/AlexLiuSheng/CheckVersionLib;2534;5.0;10;5;Java
VerbalExpressions/JavaVerbalExpressions;https://github.com/VerbalExpressions/JavaVerbalExpressions;2524;8.1;9;48;Java
Cleveroad/SlidingTutorial-Android;https://github.com/Cleveroad/SlidingTutorial-Android;2519;5.9;0;21;Java
ddd-by-examples/library;https://github.com/ddd-by-examples/library;2518;2.7;0;34;Java
nextcloud/android;https://github.com/nextcloud/android;2518;5.3;164;3690;Java
grishka/Houseclub;https://github.com/grishka/Houseclub;2502;0.5;10;51;Java
CaffeineMC/sodium-fabric;https://github.com/CaffeineMC/sodium-fabric;2500;1.6;6;169;Java
spotify/dockerfile-maven;https://github.com/spotify/dockerfile-maven;2497;5.5;14;96;Java
real-logic/simple-binary-encoding;https://github.com/real-logic/simple-binary-encoding;2490;8.0;71;290;Java
gcacace/android-signaturepad;https://github.com/gcacace/android-signaturepad;2489;7.5;0;56;Java
williamfiset/DEPRECATED-data-structures;https://github.com/williamfiset/DEPRECATED-data-structures;2488;5.2;0;16;Java
sd6352051/NiftyDialogEffects;https://github.com/sd6352051/NiftyDialogEffects;2487;7.1;3;6;Java
voldemort/voldemort;https://github.com/voldemort/voldemort;2486;12.3;10;370;Java
tiann/understand-plugin-framework;https://github.com/tiann/understand-plugin-framework;2485;5.6;0;3;Java
balysv/material-menu;https://github.com/balysv/material-menu;2484;7.2;20;13;Java
JsonChao/Awesome-WanAndroid;https://github.com/JsonChao/Awesome-WanAndroid;2483;3.5;8;4;Java
JakeWharton/Telecine;https://github.com/JakeWharton/Telecine;2482;6.9;17;102;Java
AxonFramework/AxonFramework;https://github.com/AxonFramework/AxonFramework;2481;9.8;84;976;Java
jOOQ/jOOR;https://github.com/jOOQ/jOOR;2481;9.7;0;27;Java
nico2sh/materialish-progress;https://github.com/nico2sh/materialish-progress;2479;6.8;0;13;Java
Ramotion/paper-onboarding-android;https://github.com/Ramotion/paper-onboarding-android;2479;5.4;0;16;Java
githubwing/ZoomHeader;https://github.com/githubwing/ZoomHeader;2477;4.8;0;0;Java
elye/loaderviewlibrary;https://github.com/elye/loaderviewlibrary;2471;5.0;0;11;Java
tianshiyeben/wgcloud;https://github.com/tianshiyeben/wgcloud;2470;2.6;6;12;Java
pwittchen/ReactiveNetwork;https://github.com/pwittchen/ReactiveNetwork;2468;6.1;47;203;Java
javaee-samples/javaee7-samples;https://github.com/javaee-samples/javaee7-samples;2468;8.0;0;302;Java
AdoptOpenJDK/jitwatch;https://github.com/AdoptOpenJDK/jitwatch;2468;7.9;6;111;Java
ozodrukh/CircularReveal;https://github.com/ozodrukh/CircularReveal;2468;6.8;17;26;Java
Krupen/FabulousFilter;https://github.com/Krupen/FabulousFilter;2467;4.2;0;2;Java
DTStack/flinkx;https://github.com/DTStack/flinkx;2465;3.4;22;107;Java
zjw-swun/AppMethodOrder;https://github.com/zjw-swun/AppMethodOrder;2465;4.5;0;15;Java
jdsjlzx/LRecyclerView;https://github.com/jdsjlzx/LRecyclerView;2463;5.3;36;9;Java
youlookwhat/DesignPattern;https://github.com/youlookwhat/DesignPattern;2461;4.9;0;3;Java
AigeStudio/WheelPicker;https://github.com/AigeStudio/WheelPicker;2460;5.8;0;27;Java
geoserver/geoserver;https://github.com/geoserver/geoserver;2456;9.8;0;5273;Java
oasisfeng/condom;https://github.com/oasisfeng/condom;2453;4.5;10;1;Java
saulmm/Material-Movies;https://github.com/saulmm/Material-Movies;2449;6.6;0;10;Java
shopizer-ecommerce/shopizer;https://github.com/shopizer-ecommerce/shopizer;2449;8.8;11;273;Java
allure-framework/allure2;https://github.com/allure-framework/allure2;2447;5.3;43;519;Java
2dxgujun/AndroidTagGroup;https://github.com/2dxgujun/AndroidTagGroup;2447;6.6;5;17;Java
javamelody/javamelody;https://github.com/javamelody/javamelody;2445;6.2;42;105;Java
JakeWharton/RxRelay;https://github.com/JakeWharton/RxRelay;2444;5.7;0;26;Java
angryip/ipscan;https://github.com/angryip/ipscan;2442;10.2;25;46;Java
JessYanCoding/ProgressManager;https://github.com/JessYanCoding/ProgressManager;2439;4.3;9;3;Java
Comcast/FreeFlow;https://github.com/Comcast/FreeFlow;2437;7.9;1;18;Java
square/keywhiz;https://github.com/square/keywhiz;2433;6.5;3;822;Java
LaiFeng-Android/SopCastComponent;https://github.com/LaiFeng-Android/SopCastComponent;2429;4.8;0;1;Java
sannies/mp4parser;https://github.com/sannies/mp4parser;2427;8.0;13;58;Java
zhpanvip/BannerViewPager;https://github.com/zhpanvip/BannerViewPager;2426;4.4;48;54;Java
SufficientlySecure/html-textview;https://github.com/SufficientlySecure/html-textview;2425;8.0;0;39;Java
konifar/android-material-design-icon-generator-plugin;https://github.com/konifar/android-material-design-icon-generator-plugin;2425;6.7;4;31;Java
path/android-priority-jobqueue;https://github.com/path/android-priority-jobqueue;2424;8.4;0;18;Java
yanzhenjie/Album;https://github.com/yanzhenjie/Album;2419;4.8;0;13;Java
daimajia/AnimationEasingFunctions;https://github.com/daimajia/AnimationEasingFunctions;2414;7.2;1;12;Java
nutzam/nutz;https://github.com/nutzam/nutz;2410;10.2;23;260;Java
OCNYang/Android-Animation-Set;https://github.com/OCNYang/Android-Animation-Set;2409;3.5;0;0;Java
android/location-samples;https://github.com/android/location-samples;2408;6.9;0;79;Java
team-supercharge/ShimmerLayout;https://github.com/team-supercharge/ShimmerLayout;2408;4.3;0;45;Java
BaronZ88/MinimalistWeather;https://github.com/BaronZ88/MinimalistWeather;2405;5.4;0;0;Java
OpenHFT/Chronicle-Queue;https://github.com/OpenHFT/Chronicle-Queue;2404;8.3;372;342;Java
VictorAlbertos/RxCache;https://github.com/VictorAlbertos/RxCache;2403;5.7;44;40;Java
square/tape;https://github.com/square/tape;2403;9.0;0;127;Java
