nameWithOwner;url;star;age;lastUpdate;releases;issuesOpen;issuesClosed;issuesProportion;pullRequests;primaryLanguage
fish-shell/fish-shell;https://github.com/fish-shell/fish-shell;17294;3398;0;33;428;5434;0.07876334192123666;1204;Shell
n8n-io/n8n;https://github.com/n8n-io/n8n;17279;799;0;0;30;388;0.07731958762886598;1050;TypeScript
google/eng-practices;https://github.com/google/eng-practices;17265;724;0;0;3;4;0.75;8;None
bazelbuild/bazel;https://github.com/bazelbuild/bazel;17249;2635;0;113;2109;6845;0.3081081081081081;48;Java
n0shake/Public-APIs;https://github.com/n0shake/Public-APIs;17248;2054;0;0;2;41;0.04878048780487805;328;None
redisson/redisson;https://github.com/redisson/redisson;17243;2787;0;98;192;3169;0.06058693594193752;284;Java
remoteintech/remote-jobs;https://github.com/remoteintech/remote-jobs;17219;2147;0;0;19;89;0.21348314606741572;828;JavaScript
ryanhanwu/How-To-Ask-Questions-The-Smart-Way;https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way;17216;2346;0;0;6;16;0.375;75;JavaScript
Micropoor/Micro8;https://github.com/Micropoor/Micro8;17167;923;0;0;14;31;0.45161290322580644;2;None
alibaba/Sentinel;https://github.com/alibaba/Sentinel;17161;1243;0;18;306;1296;0.2361111111111111;399;Java
neoclide/coc.nvim;https://github.com/neoclide/coc.nvim;17150;1215;0;80;18;2353;0.00764980875478113;470;TypeScript
InterviewMap/CS-Interview-Knowledge-Map;https://github.com/InterviewMap/CS-Interview-Knowledge-Map;17148;1259;0;0;29;75;0.38666666666666666;60;None
facebook/flux;https://github.com/facebook/flux;17147;2596;1;2;9;228;0.039473684210526314;180;JavaScript
DIYgod/RSSHub;https://github.com/DIYgod/RSSHub;17113;1245;0;226;326;2636;0.1236722306525038;4091;JavaScript
FelisCatus/SwitchyOmega;https://github.com/FelisCatus/SwitchyOmega;17106;3369;0;51;505;1666;0.30312124849939975;7;CoffeeScript
bitcoinbook/bitcoinbook;https://github.com/bitcoinbook/bitcoinbook;17106;2939;0;3;37;290;0.12758620689655173;431;Python
phoenixframework/phoenix;https://github.com/phoenixframework/phoenix;17103;2778;0;20;7;2049;0.003416300634455832;1846;Elixir
ray-project/ray;https://github.com/ray-project/ray;17102;1768;0;47;1605;5919;0.2711606690319311;8692;Python
SpaceVim/SpaceVim;https://github.com/SpaceVim/SpaceVim;17090;1707;0;18;104;2043;0.05090553108174253;2109;Vim script
microsoft/CNTK;https://github.com/microsoft/CNTK;17085;2103;1;32;754;2523;0.2988505747126437;257;C++
uikit/uikit;https://github.com/uikit/uikit;17066;2964;0;203;684;3252;0.21033210332103322;197;HTML
julianshapiro/velocity;https://github.com/julianshapiro/velocity;17056;2698;2;18;40;772;0.05181347150259067;54;JavaScript
Pierian-Data/Complete-Python-3-Bootcamp;https://github.com/Pierian-Data/Complete-Python-3-Bootcamp;17047;1293;0;0;78;150;0.52;11;Jupyter Notebook
qianguyihao/Web;https://github.com/qianguyihao/Web;17043;1699;0;0;34;100;0.34;0;JavaScript
facebook/hhvm;https://github.com/facebook/hhvm;17037;4257;0;15;593;5227;0.11344939735986226;89;C++
nuysoft/Mock;https://github.com/nuysoft/Mock;17031;3047;0;14;271;139;1.9496402877697843;7;JavaScript
coreybutler/nvm-windows;https://github.com/coreybutler/nvm-windows;17023;2535;0;15;147;369;0.3983739837398374;48;Go
academic/awesome-datascience;https://github.com/academic/awesome-datascience;17020;2612;0;0;0;39;0.0;206;None
dennybritz/reinforcement-learning;https://github.com/dennybritz/reinforcement-learning;17019;1831;0;0;88;60;1.4666666666666666;58;Jupyter Notebook
statelyai/xstate;https://github.com/statelyai/xstate;17006;2176;0;106;128;783;0.16347381864623245;799;TypeScript
swoole/swoole-src;https://github.com/swoole/swoole-src;17005;3326;1;216;64;2814;0.022743425728500355;1235;C++
PHPMailer/PHPMailer;https://github.com/PHPMailer/PHPMailer;17004;3659;0;49;21;1769;0.011871113623516111;363;PHP
HelloZeroNet/ZeroNet;https://github.com/HelloZeroNet/ZeroNet;17001;2421;0;22;679;1425;0.47649122807017547;388;JavaScript
1c7/chinese-independent-developer;https://github.com/1c7/chinese-independent-developer;16992;1438;0;0;2;56;0.03571428571428571;107;None
nocodb/nocodb;https://github.com/nocodb/nocodb;16987;1399;0;18;92;185;0.4972972972972973;91;Vue
apache/flink;https://github.com/apache/flink;16981;2640;0;0;0;0;None;4665;Java
chalk/chalk;https://github.com/chalk/chalk;16974;2948;0;20;2;294;0.006802721088435374;86;JavaScript
google/flexbox-layout;https://github.com/google/flexbox-layout;16944;1943;1;25;88;212;0.41509433962264153;246;Kotlin
tmrts/go-patterns;https://github.com/tmrts/go-patterns;16942;2084;0;0;14;11;1.2727272727272727;10;Go
ShareX/ShareX;https://github.com/ShareX/ShareX;16927;2881;0;69;386;4469;0.08637279033340792;641;C#
locustio/locust;https://github.com/locustio/locust;16920;3846;0;53;28;1162;0.024096385542168676;445;Python
magenta/magenta;https://github.com/magenta/magenta;16914;1941;0;47;283;566;0.5;931;Python
mojs/mojs;https://github.com/mojs/mojs;16913;2621;0;19;33;145;0.22758620689655173;44;CoffeeScript
websockets/ws;https://github.com/websockets/ws;16900;3580;0;78;6;1293;0.004640371229698376;460;JavaScript
recharts/recharts;https://github.com/recharts/recharts;16895;2214;0;0;235;1969;0.11934992381919757;318;TypeScript
nektos/act;https://github.com/nektos/act;16851;969;0;33;57;435;0.1310344827586207;246;Go
go-delve/delve;https://github.com/go-delve/delve;16850;2657;0;13;106;1167;0.0908311910882605;1105;C
Awesome-Windows/Awesome;https://github.com/Awesome-Windows/Awesome;16850;1917;0;0;21;70;0.3;206;None
prisma/prisma1;https://github.com/prisma/prisma1;16849;1799;0;182;486;2942;0.16519374575118967;1358;Scala
nostra13/Android-Universal-Image-Loader;https://github.com/nostra13/Android-Universal-Image-Loader;16843;3562;0;0;439;773;0.5679172056921087;51;Java
nosir/cleave.js;https://github.com/nosir/cleave.js;16822;1929;1;66;155;323;0.47987616099071206;132;JavaScript
yewstack/yew;https://github.com/yewstack/yew;16815;1352;0;27;124;744;0.16666666666666666;938;Rust
oxford-cs-deepnlp-2017/lectures;https://github.com/oxford-cs-deepnlp-2017/lectures;15050;1665;0;0;11;7;1.5714285714285714;4;None
nondanee/UnblockNeteaseMusic;https://github.com/nondanee/UnblockNeteaseMusic;15039;1166;0;57;154;563;0.27353463587921845;15;JavaScript
menzi11/BullshitGenerator;https://github.com/menzi11/BullshitGenerator;15037;671;0;0;118;32;3.6875;7;JavaScript
mingrammer/diagrams;https://github.com/mingrammer/diagrams;15035;574;0;33;157;134;1.171641791044776;176;Python
hzlzh/Best-App;https://github.com/hzlzh/Best-App;15034;2921;0;0;34;36;0.9444444444444444;49;None
tj/git-extras;https://github.com/tj/git-extras;15022;4043;1;17;91;248;0.36693548387096775;472;Shell
ZhongFuCheng3y/3y;https://github.com/ZhongFuCheng3y/3y;15006;1041;0;0;14;2;7.0;0;None
thangchung/awesome-dotnet-core;https://github.com/thangchung/awesome-dotnet-core;15002;1991;0;0;19;49;0.3877551020408163;408;C#
Swordfish90/cool-retro-term;https://github.com/Swordfish90/cool-retro-term;14984;2837;1;6;323;168;1.9226190476190477;135;QML
winterbe/java8-tutorial;https://github.com/winterbe/java8-tutorial;14982;2723;0;0;0;0;None;10;Java
gorilla/mux;https://github.com/gorilla/mux;14982;3252;0;14;14;354;0.03954802259887006;162;Go
salomonelli/best-resume-ever;https://github.com/salomonelli/best-resume-ever;14967;1671;0;0;30;94;0.3191489361702128;146;Vue
android10/Android-CleanArchitecture;https://github.com/android10/Android-CleanArchitecture;14941;2567;0;0;127;122;1.040983606557377;14;Java
ipython/ipython;https://github.com/ipython/ipython;14937;4129;0;29;1461;5257;0.27791516073806355;5311;Python
badges/shields;https://github.com/badges/shields;14931;3133;0;0;279;1697;0.164407778432528;4181;JavaScript
madrobby/zepto;https://github.com/madrobby/zepto;14925;3996;0;18;69;680;0.10147058823529412;218;HTML
spotify/luigi;https://github.com/spotify/luigi;14913;3265;0;51;59;848;0.0695754716981132;1745;Python
altercation/solarized;https://github.com/altercation/solarized;14911;3845;0;0;153;97;1.577319587628866;21;Vim script
openai/gpt-2;https://github.com/openai/gpt-2;14888;930;0;0;103;128;0.8046875;17;Python
designmodo/Flat-UI;https://github.com/designmodo/Flat-UI;14873;3101;0;1;8;180;0.044444444444444446;38;JavaScript
ustbhuangyi/better-scroll;https://github.com/ustbhuangyi/better-scroll;14860;2081;0;42;13;1016;0.012795275590551181;150;TypeScript
schollz/croc;https://github.com/schollz/croc;14856;1412;0;124;56;222;0.25225225225225223;115;Go
tannerlinsley/react-table;https://github.com/tannerlinsley/react-table;14851;1774;0;27;140;1762;0.07945516458569807;455;JavaScript
janl/mustache.js;https://github.com/janl/mustache.js;14836;4346;1;16;61;394;0.1548223350253807;164;JavaScript
dotnet/roslyn;https://github.com/dotnet/roslyn;14834;2422;0;53;8497;17976;0.4726858032932799;24273;C#
jbhuang0604/awesome-computer-vision;https://github.com/jbhuang0604/awesome-computer-vision;14824;2417;0;0;15;2;7.5;37;None
gpakosz/.tmux;https://github.com/gpakosz/.tmux;14819;3293;0;0;42;411;0.10218978102189781;8;None
airbnb/react-sketchapp;https://github.com/airbnb/react-sketchapp;14815;1590;1;28;29;267;0.10861423220973783;190;TypeScript
radareorg/radare2;https://github.com/radareorg/radare2;14813;3344;0;70;819;7006;0.11689980017128176;8218;C
javascript-tutorial/en.javascript.info;https://github.com/javascript-tutorial/en.javascript.info;14809;1548;0;0;39;578;0.06747404844290658;1620;HTML
TeamNewPipe/NewPipe;https://github.com/TeamNewPipe/NewPipe;14807;2186;0;107;1024;4513;0.22690006647462885;989;Java
ValveSoftware/Proton;https://github.com/ValveSoftware/Proton;14806;1264;0;45;3037;1835;1.6550408719346048;13;C++
PanJiaChen/vue-admin-template;https://github.com/PanJiaChen/vue-admin-template;14803;1525;0;10;229;368;0.6222826086956522;31;JavaScript
SBoudrias/Inquirer.js;https://github.com/SBoudrias/Inquirer.js;14790;3026;0;90;193;465;0.4150537634408602;263;JavaScript
nikic/PHP-Parser;https://github.com/nikic/PHP-Parser;14785;3786;0;69;65;431;0.15081206496519722;158;PHP
trojan-gfw/trojan;https://github.com/trojan-gfw/trojan;14783;1408;0;43;15;502;0.029880478087649404;45;C++
pmndrs/react-three-fiber;https://github.com/pmndrs/react-three-fiber;14782;916;0;7;24;488;0.04918032786885246;255;TypeScript
acdlite/recompose;https://github.com/acdlite/recompose;14774;2153;0;42;60;374;0.16042780748663102;246;JavaScript
easychen/howto-make-more-money;https://github.com/easychen/howto-make-more-money;14745;1995;1;3;3;21;0.14285714285714285;13;PHP
BabylonJS/Babylon.js;https://github.com/BabylonJS/Babylon.js;14732;2984;0;123;76;2299;0.03305785123966942;8114;TypeScript
gocolly/colly;https://github.com/gocolly/colly;14684;1430;0;5;100;334;0.2994011976047904;140;Go
ampproject/amphtml;https://github.com/ampproject/amphtml;14679;2188;0;659;1503;11581;0.12978153872722561;18444;JavaScript
swc-project/swc;https://github.com/swc-project/swc;14671;1346;0;59;138;903;0.15282392026578073;896;TypeScript
enaqx/awesome-pentest;https://github.com/enaqx/awesome-pentest;14671;2582;0;0;3;22;0.13636363636363635;318;None
nndl/nndl.github.io;https://github.com/nndl/nndl.github.io;14644;1818;0;0;48;543;0.08839779005524862;10;HTML
chriskiehl/Gooey;https://github.com/chriskiehl/Gooey;14643;2796;0;8;76;404;0.18811881188118812;143;Python
expo/expo;https://github.com/expo/expo;14616;1840;0;8;990;6972;0.14199655765920827;5051;Objective-C
go-kratos/kratos;https://github.com/go-kratos/kratos;14601;962;0;38;32;533;0.0600375234521576;600;Go
knex/knex;https://github.com/knex/knex;14594;3165;0;37;501;2586;0.1937354988399072;1146;JavaScript
30-seconds/30-seconds-of-css;https://github.com/30-seconds/30-seconds-of-css;14593;1281;0;0;0;63;0.0;109;CSS
233boy/v2ray;https://github.com/233boy/v2ray;14592;1380;0;7;462;236;1.9576271186440677;17;Shell
realm/realm-cocoa;https://github.com/realm/realm-cocoa;14580;3421;0;204;329;4253;0.07735715965201034;2291;Objective-C
cool-RR/PySnooper;https://github.com/cool-RR/PySnooper;14572;864;0;0;18;93;0.1935483870967742;65;Python
facebook/yoga;https://github.com/facebook/yoga;14570;2701;0;25;225;272;0.8272058823529411;102;C++
fingerprintjs/fingerprintjs;https://github.com/fingerprintjs/fingerprintjs;14568;2391;0;39;12;452;0.02654867256637168;159;TypeScript
SergioBenitez/Rocket;https://github.com/SergioBenitez/Rocket;14567;1990;0;51;54;1141;0.04732690622261174;14;Rust
buger/goreplay;https://github.com/buger/goreplay;14565;3013;0;41;198;431;0.4593967517401392;281;Go
riot/riot;https://github.com/riot/riot;14540;2893;1;90;5;2140;0.002336448598130841;443;JavaScript
spmallick/learnopencv;https://github.com/spmallick/learnopencv;14536;2385;0;0;156;72;2.1666666666666665;309;Jupyter Notebook
angular-ui/bootstrap;https://github.com/angular-ui/bootstrap;14534;3249;4;5;270;4185;0.06451612903225806;69;JavaScript
Light-City/CPlusPlusThings;https://github.com/Light-City/CPlusPlusThings;14531;777;0;0;32;76;0.42105263157894735;23;C++
google/fonts;https://github.com/google/fonts;14515;2390;0;0;1054;833;1.2653061224489797;1450;HTML
shimohq/chinese-programmer-wrong-pronunciation;https://github.com/shimohq/chinese-programmer-wrong-pronunciation;14468;1656;0;0;86;102;0.8431372549019608;101;Python
facebookresearch/faiss;https://github.com/facebookresearch/faiss;14454;1664;0;12;180;1395;0.12903225806451613;131;C++
yaronn/blessed-contrib;https://github.com/yaronn/blessed-contrib;14448;2419;0;0;67;63;1.0634920634920635;68;JavaScript
getify/Functional-Light-JS;https://github.com/getify/Functional-Light-JS;14445;1838;1;0;14;104;0.1346153846153846;38;JavaScript
apache/shardingsphere;https://github.com/apache/shardingsphere;14442;2050;0;44;507;4659;0.10882163554410818;6191;Java
discordjs/discord.js;https://github.com/discordjs/discord.js;14432;2211;0;53;46;2714;0.01694915254237288;2511;JavaScript
jquense/yup;https://github.com/jquense/yup;14432;2532;0;1;235;877;0.26795895096921324;205;TypeScript
JedWatson/classnames;https://github.com/JedWatson/classnames;14418;2489;0;0;6;129;0.046511627906976744;75;JavaScript
flutter/plugins;https://github.com/flutter/plugins;14414;1594;0;0;0;0;None;2961;Dart
lottie-react-native/lottie-react-native;https://github.com/lottie-react-native/lottie-react-native;14412;1674;0;3;124;470;0.26382978723404255;144;Java
hoanhan101/ultimate-go;https://github.com/hoanhan101/ultimate-go;14411;1219;0;0;0;14;0.0;34;Go
fengdu78/lihang-code;https://github.com/fengdu78/lihang-code;14406;1007;0;0;35;7;5.0;7;Jupyter Notebook
dapr/dapr;https://github.com/dapr/dapr;14400;802;0;62;183;1475;0.12406779661016949;1602;Go
Carthage/Carthage;https://github.com/Carthage/Carthage;14399;2514;0;76;195;1843;0.1058057514921324;952;Swift
source-foundry/Hack;https://github.com/source-foundry/Hack;14377;2260;0;15;112;346;0.3236994219653179;64;Shell
auth0/node-jsonwebtoken;https://github.com/auth0/node-jsonwebtoken;14376;2981;0;0;51;470;0.10851063829787234;140;JavaScript
grpc/grpc-go;https://github.com/grpc/grpc-go;14367;2455;0;87;102;1614;0.06319702602230483;2472;Go
netlify/netlify-cms;https://github.com/netlify/netlify-cms;14365;2413;0;117;591;1837;0.321720195971693;2150;JavaScript
ogham/exa;https://github.com/ogham/exa;14358;2656;0;12;169;503;0.3359840954274354;194;Rust
oldj/SwitchHosts;https://github.com/oldj/SwitchHosts;14344;3649;0;36;253;326;0.7760736196319018;38;TypeScript
quantopian/zipline;https://github.com/quantopian/zipline;14341;3236;0;13;309;651;0.47465437788018433;1331;Python
facebook/prepack;https://github.com/facebook/prepack;14335;2131;0;43;192;577;0.3327556325823224;500;JavaScript
SimulatedGREG/electron-vue;https://github.com/SimulatedGREG/electron-vue;14329;1935;0;0;251;665;0.3774436090225564;107;JavaScript
taizilongxu/interview_python;https://github.com/taizilongxu/interview_python;14313;2338;0;0;30;19;1.5789473684210527;25;Shell
flatpickr/flatpickr;https://github.com/flatpickr/flatpickr;14263;2210;0;134;483;1414;0.3415841584158416;370;TypeScript
bmorelli25/Become-A-Full-Stack-Web-Developer;https://github.com/bmorelli25/Become-A-Full-Stack-Web-Developer;14230;1626;0;0;6;10;0.6;22;None
KaTeX/KaTeX;https://github.com/KaTeX/KaTeX;14224;2977;0;48;272;1105;0.24615384615384617;1395;JavaScript
hemanth/functional-programming-jargon;https://github.com/hemanth/functional-programming-jargon;14206;2380;0;0;18;45;0.4;111;None
artf/grapesjs;https://github.com/artf/grapesjs;14193;2046;0;72;130;3116;0.0417201540436457;286;JavaScript
posquit0/Awesome-CV;https://github.com/posquit0/Awesome-CV;14186;2415;0;0;136;88;1.5454545454545454;24;TeX
fullcalendar/fullcalendar;https://github.com/fullcalendar/fullcalendar;14174;4297;0;124;642;5320;0.12067669172932331;136;TypeScript
Molunerfinn/PicGo;https://github.com/Molunerfinn/PicGo;14155;1356;0;37;14;656;0.021341463414634148;8;Vue
NodeRedis/node-redis;https://github.com/NodeRedis/node-redis;14145;4002;0;37;102;976;0.10450819672131148;247;JavaScript
stretchr/testify;https://github.com/stretchr/testify;14131;3239;0;11;200;360;0.5555555555555556;321;Go
flameshot-org/flameshot;https://github.com/flameshot-org/flameshot;14123;1571;0;19;312;935;0.3336898395721925;483;C++
matplotlib/matplotlib;https://github.com/matplotlib/matplotlib;14122;3844;0;59;1389;6481;0.21431877796636323;11044;Python
cmusatyalab/openface;https://github.com/cmusatyalab/openface;14117;2174;1;4;6;368;0.016304347826086956;38;Lua
react-grid-layout/react-grid-layout;https://github.com/react-grid-layout/react-grid-layout;14064;2437;0;50;29;1150;0.025217391304347827;157;JavaScript
